Chinese (Hong Kong),Standard,yue-HK,yue-HK-Standard-C,FEMALE,Your browser doesn't support the audio element.
Chinese (Hong Kong),Standard,yue-HK,yue-HK-Standard-D,MALE,Your browser doesn't support the audio element.
Czech (Czech Republic),Standard,cs-CZ,cs-CZ-Standard-A,FEMALE,Your browser doesn't support the audio element.
Czech (Czech Republic),Standard,cs-CZ,cs-CZ-Standard-B,FEMALE,Your browser doesn't support the audio element.
Czech (Czech Republic),Premium,cs-CZ,cs-CZ-Wavenet-A,FEMALE,Your browser doesn't support the audio element.
Danish (Denmark),Premium,da-DK,da-DK-Neural2-D,FEMALE,Your browser doesn't support the audio element.
Danish (Denmark),Standard,da-DK,da-DK-Standard-A,FEMALE,Your browser doesn't support the audio element.
Danish (Denmark),Standard,da-DK,da-DK-Standard-C,MALE,Your browser doesn't support the audio element.
Danish (Denmark),Standard,da-DK,da-DK-Standard-D,FEMALE,Your browser doesn't support the audio element.
Danish (Denmark),Standard,da-DK,da-DK-Standard-E,FEMALE,Your browser doesn't support the audio element.
Danish (Denmark),Standard,da-DK,da-DK-Standard-F,FEMALE,Your browser doesn't support the audio element.
Danish (Denmark),Standard,da-DK,da-DK-Standard-G,MALE,Your browser doesn't support the audio element.
Danish (Denmark),Premium,da-DK,da-DK-Wavenet-A,FEMALE,Your browser doesn't support the audio element.
Danish (Denmark),Premium,da-DK,da-DK-Wavenet-C,MALE,Your browser doesn't support the audio element.
Danish (Denmark),Premium,da-DK,da-DK-Wavenet-D,FEMALE,Your browser doesn't support the audio element.
Danish (Denmark),Premium,da-DK,da-DK-Wavenet-E,FEMALE,Your browser doesn't support the audio element.
Dutch (Belgium),Standard,nl-BE,nl-BE-Standard-A,FEMALE,Your browser doesn't support the audio element.
Dutch (Belgium),Standard,nl-BE,nl-BE-Standard-B,MALE,Your browser doesn't support the audio element.
Dutch (Belgium),Standard,nl-BE,nl-BE-Standard-C,FEMALE,Your browser doesn't support the audio element.
Dutch (Belgium),Standard,nl-BE,nl-BE-Standard-D,MALE,Your browser doesn't support the audio element.
Dutch (Belgium),Premium,nl-BE,nl-BE-Wavenet-A,FEMALE,Your browser doesn't support the audio element.
Dutch (Belgium),Premium,nl-BE,nl-BE-Wavenet-B,MALE,Your browser doesn't support the audio element.
Dutch (Netherlands),Standard,nl-NL,nl-NL-Standard-A,FEMALE,Your browser doesn't support the audio element.
Dutch (Netherlands),Standard,nl-NL,nl-NL-Standard-B,MALE,Your browser doesn't support the audio element.
Dutch (Netherlands),Standard,nl-NL,nl-NL-Standard-C,MALE,Your browser doesn't support the audio element.
Dutch (Netherlands),Standard,nl-NL,nl-NL-Standard-D,FEMALE,Your browser doesn't support the audio element.
Dutch (Netherlands),Standard,nl-NL,nl-NL-Standard-E,FEMALE,Your browser doesn't support the audio element.
Dutch (Netherlands),Standard,nl-NL,nl-NL-Standard-F,FEMALE,Your browser doesn't support the audio element.
Dutch (Netherlands),Standard,nl-NL,nl-NL-Standard-G,MALE,Your browser doesn't support the audio element.
Dutch (Netherlands),Premium,nl-NL,nl-NL-Wavenet-A,FEMALE,Your browser doesn't support the audio element.
Dutch (Netherlands),Premium,nl-NL,nl-NL-Wavenet-B,MALE,Your browser doesn't support the audio element.
Dutch (Netherlands),Premium,nl-NL,nl-NL-Wavenet-C,MALE,Your browser doesn't support the audio element.
Dutch (Netherlands),Premium,nl-NL,nl-NL-Wavenet-D,FEMALE,Your browser doesn't support the audio element.
Dutch (Netherlands),Premium,nl-NL,nl-NL-Wavenet-E,FEMALE,Your browser doesn't support the audio element.
English (Australia),Premium,en-AU,en-AU-Journey-D,MALE,Your browser doesn't support the audio element.
English (Australia),Premium,en-AU,en-AU-Journey-F,FEMALE,Your browser doesn't support the audio element.
English (Australia),Premium,en-AU,en-AU-Journey-O,FEMALE,Your browser doesn't support the audio element.
English (Australia),Premium,en-AU,en-AU-Neural2-A,FEMALE,Your browser doesn't support the audio element.
English (Australia),Premium,en-AU,en-AU-Neural2-B,MALE,Your browser doesn't support the audio element.
English (Australia),Premium,en-AU,en-AU-Neural2-C,FEMALE,Your browser doesn't support the audio element.
English (Australia),Premium,en-AU,en-AU-Neural2-D,MALE,Your browser doesn't support the audio element.
English (Australia),Premium,en-AU,en-AU-News-E,FEMALE,Your browser doesn't support the audio element.
English (Australia),Premium,en-AU,en-AU-News-F,FEMALE,Your browser doesn't support the audio element.
English (Australia),Premium,en-AU,en-AU-News-G,MALE,Your browser doesn't support the audio element.
English (Australia),Premium,en-AU,en-AU-Polyglot-1,MALE,Your browser doesn't support the audio element.
English (Australia),Standard,en-AU,en-AU-Standard-A,FEMALE,Your browser doesn't support the audio element.
English (Australia),Standard,en-AU,en-AU-Standard-B,MALE,Your browser doesn't support the audio element.
English (Australia),Standard,en-AU,en-AU-Standard-C,FEMALE,Your browser doesn't support the audio element.
English (Australia),Standard,en-AU,en-AU-Standard-D,MALE,Your browser doesn't support the audio element.
English (Australia),Premium,en-AU,en-AU-Wavenet-A,FEMALE,Your browser doesn't support the audio element.
English (Australia),Premium,en-AU,en-AU-Wavenet-B,MALE,Your browser doesn't support the audio element.
English (Australia),Premium,en-AU,en-AU-Wavenet-C,FEMALE,Your browser doesn't support the audio element.
English (Australia),Premium,en-AU,en-AU-Wavenet-D,MALE,Your browser doesn't support the audio element.
English (India),Premium,en-IN,en-IN-Journey-D,MALE,Your browser doesn't support the audio element.
English (India),Premium,en-IN,en-IN-Journey-F,FEMALE,Your browser doesn't support the audio element.
English (India),Premium,en-IN,en-IN-Journey-O,FEMALE,Your browser doesn't support the audio element.
English (India),Premium,en-IN,en-IN-Neural2-A,FEMALE,Your browser doesn't support the audio element.
English (India),Premium,en-IN,en-IN-Neural2-B,MALE,Your browser doesn't support the audio element.
English (India),Premium,en-IN,en-IN-Neural2-C,MALE,Your browser doesn't support the audio element.
English (India),Premium,en-IN,en-IN-Neural2-D,FEMALE,Your browser doesn't support the audio element.
English (India),Standard,en-IN,en-IN-Standard-A,FEMALE,Your browser doesn't support the audio element.
English (India),Standard,en-IN,en-IN-Standard-B,MALE,Your browser doesn't support the audio element.
English (India),Standard,en-IN,en-IN-Standard-C,MALE,Your browser doesn't support the audio element.
English (India),Standard,en-IN,en-IN-Standard-D,FEMALE,Your browser doesn't support the audio element.
English (India),Standard,en-IN,en-IN-Standard-E,FEMALE,Your browser doesn't support the audio element.
English (India),Standard,en-IN,en-IN-Standard-F,MALE,Your browser doesn't support the audio element.
English (India),Premium,en-IN,en-IN-Wavenet-A,FEMALE,Your browser doesn't support the audio element.
English (India),Premium,en-IN,en-IN-Wavenet-B,MALE,Your browser doesn't support the audio element.
English (India),Premium,en-IN,en-IN-Wavenet-C,MALE,Your browser doesn't support the audio element.
English (India),Premium,en-IN,en-IN-Wavenet-D,FEMALE,Your browser doesn't support the audio element.
English (India),Premium,en-IN,en-IN-Wavenet-E,FEMALE,Your browser doesn't support the audio element.
English (India),Premium,en-IN,en-IN-Wavenet-F,MALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-Journey-D,MALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-Journey-F,FEMALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-Journey-O,FEMALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-Neural2-A,FEMALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-Neural2-B,MALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-Neural2-C,FEMALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-Neural2-D,MALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-Neural2-F,FEMALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-News-G,FEMALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-News-H,FEMALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-News-I,FEMALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-News-J,MALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-News-K,MALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-News-L,MALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-News-M,MALE,Your browser doesn't support the audio element.
English (UK),Standard,en-GB,en-GB-Standard-A,FEMALE,Your browser doesn't support the audio element.
English (UK),Standard,en-GB,en-GB-Standard-B,MALE,Your browser doesn't support the audio element.
English (UK),Standard,en-GB,en-GB-Standard-C,FEMALE,Your browser doesn't support the audio element.
English (UK),Standard,en-GB,en-GB-Standard-D,MALE,Your browser doesn't support the audio element.
English (UK),Standard,en-GB,en-GB-Standard-F,FEMALE,Your browser doesn't support the audio element.
English (UK),Standard,en-GB,en-GB-Standard-N,FEMALE,Your browser doesn't support the audio element.
English (UK),Standard,en-GB,en-GB-Standard-O,MALE,Your browser doesn't support the audio element.
English (UK),Studio,en-GB,en-GB-Studio-B,MALE,Your browser doesn't support the audio element.
English (UK),Studio,en-GB,en-GB-Studio-C,FEMALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-Wavenet-A,FEMALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-Wavenet-B,MALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-Wavenet-C,FEMALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-Wavenet-D,MALE,Your browser doesn't support the audio element.
English (UK),Premium,en-GB,en-GB-Wavenet-F,FEMALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Casual-K,MALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Journey-D,MALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Journey-F,FEMALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Journey-O,FEMALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Neural2-A,MALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Neural2-C,FEMALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Neural2-D,MALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Neural2-E,FEMALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Neural2-F,FEMALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Neural2-G,FEMALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Neural2-H,FEMALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Neural2-I,MALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Neural2-J,MALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-News-K,FEMALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-News-L,FEMALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-News-N,MALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Polyglot-1,MALE,Your browser doesn't support the audio element.
English (US),Standard,en-US,en-US-Standard-A,MALE,Your browser doesn't support the audio element.
English (US),Standard,en-US,en-US-Standard-B,MALE,Your browser doesn't support the audio element.
English (US),Standard,en-US,en-US-Standard-C,FEMALE,Your browser doesn't support the audio element.
English (US),Standard,en-US,en-US-Standard-D,MALE,Your browser doesn't support the audio element.
English (US),Standard,en-US,en-US-Standard-E,FEMALE,Your browser doesn't support the audio element.
English (US),Standard,en-US,en-US-Standard-F,FEMALE,Your browser doesn't support the audio element.
English (US),Standard,en-US,en-US-Standard-G,FEMALE,Your browser doesn't support the audio element.
English (US),Standard,en-US,en-US-Standard-H,FEMALE,Your browser doesn't support the audio element.
English (US),Standard,en-US,en-US-Standard-I,MALE,Your browser doesn't support the audio element.
English (US),Standard,en-US,en-US-Standard-J,MALE,Your browser doesn't support the audio element.
English (US),Studio,en-US,en-US-Studio-O,FEMALE,Your browser doesn't support the audio element.
English (US),Studio,en-US,en-US-Studio-Q,MALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Wavenet-A,MALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Wavenet-B,MALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Wavenet-C,FEMALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Wavenet-D,MALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Wavenet-E,FEMALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Wavenet-F,FEMALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Wavenet-G,FEMALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Wavenet-H,FEMALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Wavenet-I,MALE,Your browser doesn't support the audio element.
English (US),Premium,en-US,en-US-Wavenet-J,MALE,Your browser doesn't support the audio element.
Filipino (Philippines),Standard,fil-PH,fil-PH-Standard-A,FEMALE,Your browser doesn't support the audio element.
Filipino (Philippines),Standard,fil-PH,fil-PH-Standard-B,FEMALE,Your browser doesn't support the audio element.
Filipino (Philippines),Standard,fil-PH,fil-PH-Standard-C,MALE,Your browser doesn't support the audio element.
Filipino (Philippines),Standard,fil-PH,fil-PH-Standard-D,MALE,Your browser doesn't support the audio element.
Filipino (Philippines),Premium,fil-PH,fil-PH-Wavenet-A,FEMALE,Your browser doesn't support the audio element.
Filipino (Philippines),Premium,fil-PH,fil-PH-Wavenet-B,FEMALE,Your browser doesn't support the audio element.
Filipino (Philippines),Premium,fil-PH,fil-PH-Wavenet-C,MALE,Your browser doesn't support the audio element.
Filipino (Philippines),Premium,fil-PH,fil-PH-Wavenet-D,MALE,Your browser doesn't support the audio element.
Filipino (Philippines),Premium,fil-PH,fil-ph-Neural2-A,FEMALE,Your browser doesn't support the audio element.
Filipino (Philippines),Premium,fil-PH,fil-ph-Neural2-D,MALE,Your browser doesn't support the audio element.
Finnish (Finland),Standard,fi-FI,fi-FI-Standard-A,FEMALE,Your browser doesn't support the audio element.
Finnish (Finland),Standard,fi-FI,fi-FI-Standard-B,FEMALE,Your browser doesn't support the audio element.
Finnish (Finland),Premium,fi-FI,fi-FI-Wavenet-A,FEMALE,Your browser doesn't support the audio element.
French (Canada),Premium,fr-CA,fr-CA-Journey-D,MALE,Your browser doesn't support the audio element.
French (Canada),Premium,fr-CA,fr-CA-Journey-F,FEMALE,Your browser doesn't support the audio element.
French (Canada),Premium,fr-CA,fr-CA-Journey-O,FEMALE,Your browser doesn't support the audio element.
French (Canada),Premium,fr-CA,fr-CA-Neural2-A,FEMALE,Your browser doesn't support the audio element.
French (Canada),Premium,fr-CA,fr-CA-Neural2-B,MALE,Your browser doesn't support the audio element.
French (Canada),Premium,fr-CA,fr-CA-Neural2-C,FEMALE,Your browser doesn't support the audio element.
French (Canada),Premium,fr-CA,fr-CA-Neural2-D,MALE,Your browser doesn't support the audio element.
French (Canada),Standard,fr-CA,fr-CA-Standard-A,FEMALE,Your browser doesn't support the audio element.
French (Canada),Standard,fr-CA,fr-CA-Standard-B,MALE,Your browser doesn't support the audio element.
French (Canada),Standard,fr-CA,fr-CA-Standard-C,FEMALE,Your browser doesn't support the audio element.
French (Canada),Standard,fr-CA,fr-CA-Standard-D,MALE,Your browser doesn't support the audio element.
French (Canada),Premium,fr-CA,fr-CA-Wavenet-A,FEMALE,Your browser doesn't support the audio element.
French (Canada),Premium,fr-CA,fr-CA-Wavenet-B,MALE,Your browser doesn't support the audio element.
French (Canada),Premium,fr-CA,fr-CA-Wavenet-C,FEMALE,Your browser doesn't support the audio element.
French (Canada),Premium,fr-CA,fr-CA-Wavenet-D,MALE,Your browser doesn't support the audio element.
French (France),Premium,fr-FR,fr-FR-Journey-D,MALE,Your browser doesn't support the audio element.
French (France),Premium,fr-FR,fr-FR-Journey-F,FEMALE,Your browser doesn't support the audio element.
French (France),Premium,fr-FR,fr-FR-Journey-O,FEMALE,Your browser doesn't support the audio element.
French (France),Premium,fr-FR,fr-FR-Neural2-A,FEMALE,Your browser doesn't support the audio element.
French (France),Premium,fr-FR,fr-FR-Neural2-B,MALE,Your browser doesn't support the audio element.
French (France),Premium,fr-FR,fr-FR-Neural2-C,FEMALE,Your browser doesn't support the audio element.
French (France),Premium,fr-FR,fr-FR-Neural2-D,MALE,Your browser doesn't support the audio element.
French (France),Premium,fr-FR,fr-FR-Neural2-E,FEMALE,Your browser doesn't support the audio element.
French (France),Premium,fr-FR,fr-FR-Polyglot-1,MALE,Your browser doesn't support the audio element.
French (France),Standard,fr-FR,fr-FR-Standard-A,FEMALE,Your browser doesn't support the audio element.
French (France),Standard,fr-FR,fr-FR-Standard-B,MALE,Your browser doesn't support the audio element.
French (France),Standard,fr-FR,fr-FR-Standard-C,FEMALE,Your browser doesn't support the audio element.
French (France),Standard,fr-FR,fr-FR-Standard-D,MALE,Your browser doesn't support the audio element.
French (France),Standard,fr-FR,fr-FR-Standard-E,FEMALE,Your browser doesn't support the audio element.
French (France),Standard,fr-FR,fr-FR-Standard-F,FEMALE,Your browser doesn't support the audio element.
French (France),Standard,fr-FR,fr-FR-Standard-G,MALE,Your browser doesn't support the audio element.
French (France),Studio,fr-FR,fr-FR-Studio-A,FEMALE,Your browser doesn't support the audio element.
French (France),Studio,fr-FR,fr-FR-Studio-D,MALE,Your browser doesn't support the audio element.
French (France),Premium,fr-FR,fr-FR-Wavenet-A,FEMALE,Your browser doesn't support the audio element.
French (France),Premium,fr-FR,fr-FR-Wavenet-B,MALE,Your browser doesn't support the audio element.
French (France),Premium,fr-FR,fr-FR-Wavenet-C,FEMALE,Your browser doesn't support the audio element.
French (France),Premium,fr-FR,fr-FR-Wavenet-D,MALE,Your browser doesn't support the audio element.
French (France),Premium,fr-FR,fr-FR-Wavenet-E,FEMALE,Your browser doesn't support the audio element.
French (France),Premium,fr-FR,fr-FR-Wavenet-F,FEMALE,Your browser doesn't support the audio element.
French (France),Premium,fr-FR,fr-FR-Wavenet-G,MALE,Your browser doesn't support the audio element.
Galician (Spain),Standard,gl-ES,gl-ES-Standard-A,FEMALE,Your browser doesn't support the audio element.
Galician (Spain),Standard,gl-ES,gl-ES-Standard-B,FEMALE,Your browser doesn't support the audio element.
German (Germany),Premium,de-DE,de-DE-Journey-D,MALE,Your browser doesn't support the audio element.
German (Germany),Premium,de-DE,de-DE-Journey-F,FEMALE,Your browser doesn't support the audio element.
German (Germany),Premium,de-DE,de-DE-Journey-O,FEMALE,Your browser doesn't support the audio element.
German (Germany),Premium,de-DE,de-DE-Neural2-A,FEMALE,Your browser doesn't support the audio element.
German (Germany),Premium,de-DE,de-DE-Neural2-B,MALE,Your browser doesn't support the audio element.
German (Germany),Premium,de-DE,de-DE-Neural2-C,FEMALE,Your browser doesn't support the audio element.
German (Germany),Premium,de-DE,de-DE-Neural2-D,MALE,Your browser doesn't support the audio element.
German (Germany),Premium,de-DE,de-DE-Neural2-F,FEMALE,Your browser doesn't support the audio element.
German (Germany),Premium,de-DE,de-DE-Polyglot-1,MALE,Your browser doesn't support the audio element.
German (Germany),Standard,de-DE,de-DE-Standard-A,FEMALE,Your browser doesn't support the audio element.
German (Germany),Standard,de-DE,de-DE-Standard-B,MALE,Your browser doesn't support the audio element.
German (Germany),Standard,de-DE,de-DE-Standard-C,FEMALE,Your browser doesn't support the audio element.
German (Germany),Standard,de-DE,de-DE-Standard-D,MALE,Your browser doesn't support the audio element.
German (Germany),Standard,de-DE,de-DE-Standard-E,MALE,Your browser doesn't support the audio element.
German (Germany),Standard,de-DE,de-DE-Standard-F,FEMALE,Your browser doesn't support the audio element.
German (Germany),Standard,de-DE,de-DE-Standard-G,FEMALE,Your browser doesn't support the audio element.
German (Germany),Standard,de-DE,de-DE-Standard-H,MALE,Your browser doesn't support the audio element.
German (Germany),Studio,de-DE,de-DE-Studio-B,MALE,Your browser doesn't support the audio element.
German (Germany),Studio,de-DE,de-DE-Studio-C,FEMALE,Your browser doesn't support the audio element.
German (Germany),Premium,de-DE,de-DE-Wavenet-A,FEMALE,Your browser doesn't support the audio element.
German (Germany),Premium,de-DE,de-DE-Wavenet-B,MALE,Your browser doesn't support the audio element.
German (Germany),Premium,de-DE,de-DE-Wavenet-C,FEMALE,Your browser doesn't support the audio element.
German (Germany),Premium,de-DE,de-DE-Wavenet-D,MALE,Your browser doesn't support the audio element.
German (Germany),Premium,de-DE,de-DE-Wavenet-E,MALE,Your browser doesn't support the audio element.
German (Germany),Premium,de-DE,de-DE-Wavenet-F,FEMALE,Your browser doesn't support the audio element.
German (Germany),Premium,de-DE,de-DE-Wavenet-G,FEMALE,Your browser doesn't support the audio element.
German (Germany),Premium,de-DE,de-DE-Wavenet-H,MALE,Your browser doesn't support the audio element.
Greek (Greece),Standard,el-GR,el-GR-Standard-A,FEMALE,Your browser doesn't support the audio element.
Greek (Greece),Standard,el-GR,el-GR-Standard-B,FEMALE,Your browser doesn't support the audio element.
Greek (Greece),Premium,el-GR,el-GR-Wavenet-A,FEMALE,Your browser doesn't support the audio element.
Gujarati (India),Standard,gu-IN,gu-IN-Standard-A,FEMALE,Your browser doesn't support the audio element.
Gujarati (India),Standard,gu-IN,gu-IN-Standard-B,MALE,Your browser doesn't support the audio element.
Gujarati (India),Standard,gu-IN,gu-IN-Standard-C,FEMALE,Your browser doesn't support the audio element.
Gujarati (India),Standard,gu-IN,gu-IN-Standard-D,MALE,Your browser doesn't support the audio element.
Gujarati (India),Premium,gu-IN,gu-IN-Wavenet-A,FEMALE,Your browser doesn't support the audio element.
Gujarati (India),Premium,gu-IN,gu-IN-Wavenet-B,MALE,Your browser doesn't support the audio element.
Gujarati (India),Premium,gu-IN,gu-IN-Wavenet-C,FEMALE,Your browser doesn't support the audio element.
Gujarati (India),Premium,gu-IN,gu-IN-Wavenet-D,MALE,Your browser doesn't support the audio element.
Hebrew (Israel),Standard,he-IL,he-IL-Standard-A,FEMALE,Your browser doesn't support the audio element.
Hebrew (Israel),Standard,he-IL,he-IL-Standard-B,MALE,Your browser doesn't support the audio element.
Hebrew (Israel),Standard,he-IL,he-IL-Standard-C,FEMALE,Your browser doesn't support the audio element.
Hebrew (Israel),Standard,he-IL,he-IL-Standard-D,MALE,Your browser doesn't support the audio element.
Hebrew (Israel),Premium,he-IL,he-IL-Wavenet-A,FEMALE,Your browser doesn't support the audio element.
Hebrew (Israel),Premium,he-IL,he-IL-Wavenet-B,MALE,Your browser doesn't support the audio element.
Hebrew (Israel),Premium,he-IL,he-IL-Wavenet-C,FEMALE,Your browser doesn't support the audio element.
Hebrew (Israel),Premium,he-IL,he-IL-Wavenet-D,MALE,Your browser doesn't support the audio element.
Hindi (India),Premium,hi-IN,hi-IN-Neural2-A,FEMALE,Your browser doesn't support the audio element.
Hindi (India),Premium,hi-IN,hi-IN-Neural2-B,MALE,Your browser doesn't support the audio element.
Hindi (India),Premium,hi-IN,hi-IN-Neural2-C,MALE,Your browser doesn't support the audio element.
Hindi (India),Premium,hi-IN,hi-IN-Neural2-D,FEMALE,Your browser doesn't support the audio element.
Hindi (India),Standard,hi-IN,hi-IN-Standard-A,FEMALE,Your browser doesn't support the audio element.
Hindi (India),Standard,hi-IN,hi-IN-Standard-B,MALE,Your browser doesn't support the audio element.
Hindi (India),Standard,hi-IN,hi-IN-Standard-C,MALE,Your browser doesn't support the audio element.
Hindi (India),Standard,hi-IN,hi-IN-Standard-D,FEMALE,Your browser doesn't support the audio element.
Hindi (India),Standard,hi-IN,hi-IN-Standard-E,FEMALE,Your browser doesn't support the audio element.
Hindi (India),Standard,hi-IN,hi-IN-Standard-F,MALE,Your browser doesn't support the audio element.
Hindi (India),Premium,hi-IN,hi-IN-Wavenet-A,FEMALE,Your browser doesn't support the audio element.
Hindi (India),Premium,hi-IN,hi-IN-Wavenet-B,MALE,Your browser doesn't support the audio element.
Hindi (India),Premium,hi-IN,hi-IN-Wavenet-C,MALE,Your browser doesn't support the audio element.
Hindi (India),Premium,hi-IN,hi-IN-Wavenet-D,FEMALE,Your browser doesn't support the audio element.
Hindi (India),Premium,hi-IN,hi-IN-Wavenet-E,FEMALE,Your browser doesn't support the audio element.
Hindi (India),Premium,hi-IN,hi-IN-Wavenet-F,MALE,Your browser doesn't support the audio element.
Hungarian (Hungary),Standard,hu-HU,hu-HU-Standard-A,FEMALE,Your browser doesn't support the audio element.
Hungarian (Hungary),Standard,hu-HU,hu-HU-Standard-B,FEMALE,Your browser doesn't support the audio element.
Hungarian (Hungary),Premium,hu-HU,hu-HU-Wavenet-A,FEMALE,Your browser doesn't support the audio element.
Icelandic (Iceland),Standard,is-IS,is-IS-Standard-A,FEMALE,Your browser doesn't support the audio element.
Icelandic (Iceland),Standard,is-IS,is-IS-Standard-B,FEMALE,Your browser doesn't support the audio element.
Indonesian (Indonesia),Standard,id-ID,id-ID-Standard-A,FEMALE,Your browser doesn't support the audio element.
Indonesian (Indonesia),Standard,id-ID,id-ID-Standard-B,MALE,Your browser doesn't support the audio element.
Indonesian (Indonesia),Standard,id-ID,id-ID-Standard-C,MALE,Your browser doesn't support the audio element.
Indonesian (Indonesia),Standard,id-ID,id-ID-Standard-D,FEMALE,Your browser doesn't support the audio element.
